time left right acc
42.53 3 -3 0
42.55 3 -3 0
42.57 3 -3 0
42.58 3 -3 0
42.60 3 -3 0
42.62 3 -3 0
42.63 3 -3 0
42.65 3 -3 0
42.67 3 -3 0
42.68 3 -3 0
42.70 3 -3 0
42.72 3 -4 0
42.73 3 -4 0
42.75 3 -4 0
42.77 3 -4 0
42.78 3 -4 0
42.80 2 -4 0
42.82 2 -4 0
42.83 2 -4 0
42.85 3 -4 0
42.87 3 -4 0
42.88 3 -4 0
42.90 3 -3 0
42.92 4 -3 0
42.93 4 -2 0
42.95 5 -1 0
42.97 6 0 2
42.98 7 1 3
43.00 9 4 3
43.02 11 6 3
43.03 13 9 4
43.05 16 12 4
43.07 19 16 5
43.08 22 19 5
43.10 25 22 4
43.12 27 24 4
43.13 30 27 4
43.15 32 30 4
43.17 34 33 4
43.18 36 36 3
43.20 38 38 4
43.22 40 41 4
43.23 42 44 4
43.25 44 46 3
43.27 45 48 3
43.28 47 50 2
43.30 48 52 2
43.32 50 54 2
43.33 51 55 2
43.35 52 55 1
43.37 53 56 0
43.38 53 56 0
43.40 54 56 0
43.42 54 56 0
43.43 54 55 0
43.45 53 55 0
43.47 53 53 1
43.48 52 52 2
43.50 51 50 2
43.52 49 48 3
43.53 47 46 3
43.55 45 43 3
43.57 43 40 4
43.58 40 38 4
43.60 37 34 5
43.62 34 31 6
43.63 31 27 7
43.65 27 22 7
43.67 24 18 6
43.68 22 15 5
43.70 19 11 5
43.72 16 7 5
43.73 14 4 5
43.75 11 1 4
43.77 9 0 4
43.78 7 -2 3
43.80 6 -4 2
43.82 4 -6 2
43.83 3 -7 2
43.85 2 -8 1
43.87 1 -9 0
43.88 0 -9 0
43.90 0 -10 0
43.92 0 -10 0
43.93 0 -10 0
43.95 0 -10 0
43.97 0 -9 0
43.98 0 -9 0
44.00 0 -9 0
44.02 0 -8 0
44.03 0 -8 0
44.05 0 -8 0
44.07 0 -7 0
44.08 0 -7 0
44.10 0 -6 0
44.12 1 -6 0
44.13 1 -5 0
44.15 1 -5 0
44.17 1 -4 0
44.18 2 -4 0
44.20 2 -4 0
44.22 2 -4 0
44.23 2 -3 0
44.25 2 -3 0
44.27 1 -4 0
44.28 1 -4 0
44.30 1 -4 0
44.32 0 -4 0
44.33 0 -5 0
44.35 0 -6 0
44.37 -1 -6 0
44.38 -2 -7 1
44.40 -3 -8 1
44.42 -5 -9 2
44.43 -7 -11 3
44.45 -9 -14 4
44.47 -12 -18 5
44.48 -15 -21 6
44.50 -19 -25 7
44.52 -24 -31 10
44.53 -30 -37 10
44.55 -34 -42 9
44.57 -39 -48 9
44.58 -44 -53 9
44.60 -48 -59 10
44.62 -52 -65 9
44.63 -55 -70 7
44.65 -58 -73 5
44.67 -61 -77 5
44.68 -63 -80 5
44.70 -65 -83 4
44.72 -67 -85 2
44.73 -69 -86 2
44.75 -70 -87 1
44.77 -71 -87 0
44.78 -71 -86 0
44.80 -71 -85 1
44.82 -71 -84 1
44.83 -70 -82 1
44.85 -69 -80 2
44.87 -67 -77 3
44.88 -65 -74 4
44.90 -63 -71 5
44.92 -60 -67 5
44.93 -57 -63 6
44.95 -55 -59 6
44.97 -51 -55 7
44.98 -47 -51 6
45.00 -43 -47 6
45.02 -40 -44 6
45.03 -36 -39 7
45.05 -32 -35 8
45.07 -28 -32 6
45.08 -24 -28 6
45.10 -20 -25 7
45.12 -16 -22 6
45.13 -12 -19 6
45.15 -9 -16 5
45.17 -6 -14 4
45.18 -4 -12 3
45.20 -2 -10 3
45.22 0 -9 2
45.23 0 -7 2
45.25 1 -6 2
45.27 2 -5 1
45.28 3 -4 1
45.30 4 -3 0
45.32 4 -2 0
45.33 4 -2 0
45.35 5 -1 0
45.37 5 -1 0
45.38 5 0 0
45.40 5 0 0
45.42 5 0 0
45.43 5 0 0
45.45 5 0 0
45.47 4 0 0
45.48 4 0 0
45.50 4 0 0
45.52 4 -1 0
45.53 3 -1 0
45.55 3 -2 0
45.57 3 -2 0
45.58 3 -2 0
45.60 3 -3 0
45.62 3 -3 0
45.63 3 -3 0
45.65 3 -3 0
45.67 3 -3 0
45.68 3 -3 0
45.70 3 -3 0
45.72 3 -3 0
45.73 4 -3 0
45.75 4 -3 0
45.77 4 -3 0
45.78 4 -3 0
45.80 4 -2 0
45.82 4 -2 0
45.83 4 -2 0
45.85 4 -2 0
45.87 4 -2 0
45.88 4 -2 0
45.90 4 -2 0
45.92 4 -2 0
45.93 4 -2 0
45.95 4 -2 0
45.97 4 -2 0
45.98 4 -2 0
46.00 4 -2 0
46.02 4 -2 0
46.03 4 -2 0
46.05 4 -2 0
46.07 4 -2 0
46.08 4 -2 0
46.10 4 -2 0
46.12 3 -2 0
46.13 3 -3 0
46.15 3 -3 0
46.17 3 -3 0
46.18 3 -3 0
46.20 3 -3 0
46.22 3 -3 0
46.23 4 -3 0
46.25 4 -3 0
46.27 4 -3 0
46.28 4 -3 0
46.30 5 -3 0
46.32 5 -4 0
46.33 7 -5 1
46.35 8 -6 1
46.37 11 -7 4
46.38 15 -9 5
46.40 20 -12 6
46.42 25 -15 8
46.43 30 -19 8
46.45 36 -23 9
46.47 42 -28 9
46.48 48 -33 10
46.50 53 -38 9
46.52 58 -43 9
46.53 62 -49 9
46.55 66 -54 7
46.57 69 -58 7
46.58 72 -62 6
46.60 73 -66 4
46.62 74 -69 4
46.63 75 -72 2
46.65 74 -75 2
46.67 73 -76 1
46.68 72 -77 1
46.70 70 -77 1
46.72 68 -77 2
46.73 66 -76 3
46.75 64 -74 4
46.77 61 -71 4
46.78 57 -68 6
46.80 53 -62 9
46.82 49 -57 8
46.83 44 -52 9
46.85 40 -45 10
46.87 36 -39 10
46.88 32 -32 10
46.90 28 -26 9
46.92 24 -21 7
46.93 21 -15 8
46.95 18 -11 6
46.97 15 -7 6
46.98 13 -3 5
47.00 11 0 4
47.02 9 1 3
47.03 8 3 2
47.05 7 4 1
47.07 6 4 1
47.08 5 5 0
47.10 4 5 0
47.12 3 4 0
47.13 3 4 0
47.15 2 3 0
47.17 1 2 0
47.18 1 1 0
47.20 0 1 0
47.22 0 0 0
47.23 0 0 0
47.25 0 0 0
47.27 0 0 0
47.28 0 -1 0
47.30 0 -1 0
47.32 0 -1 0
47.33 0 -1 0
47.35 0 -2 0
47.37 0 -2 0
47.38 0 -2 0
47.40 0 -2 0
47.42 0 -2 0
47.43 0 -2 0
47.45 1 -3 0
47.47 1 -3 0
47.48 1 -3 0
47.50 1 -3 0
47.52 1 -3 0
47.53 1 -3 0
47.55 1 -3 0
47.57 1 -3 0
47.58 1 -3 0
47.60 1 -2 0
47.62 1 -2 0
47.63 1 -2 0
47.65 1 -1 0
47.67 1 -1 0
47.68 1 0 0
47.70 1 0 0
47.72 1 1 0
47.73 1 1 0
47.75 1 2 0
47.77 0 3 0
47.78 0 4 1
47.80 0 6 1
47.82 0 8 2
47.83 -1 11 3
47.85 -4 14 5
47.87 -6 18 4
47.88 -9 22 6
47.90 -13 26 8
47.92 -17 31 9
47.93 -21 36 8
47.95 -27 41 9
47.97 -33 46 9
47.98 -39 50 10
48.00 -46 54 9
48.02 -51 57 8
48.03 -57 60 7
48.05 -63 62 7
48.07 -67 64 5
48.08 -71 66 6
48.10 -75 68 5
48.12 -77 70 4
48.13 -80 72 4
48.15 -81 74 3
48.17 -82 77 3
48.18 -82 79 2
48.20 -82 81 2
48.22 -80 83 3
48.23 -78 85 3
48.25 -76 88 4
48.27 -73 90 4
48.28 -70 92 4
48.30 -67 93 4
48.32 -63 94 3
48.33 -59 94 4
48.35 -54 93 5
48.37 -49 89 7
48.38 -44 85 9
48.40 -39 79 9
48.42 -34 73 9
48.43 -29 67 11
48.45 -24 60 11
48.47 -21 52 10
48.48 -16 45 12
48.50 -10 38 12
48.52 -6 31 9
48.53 -2 24 10
48.55 1 19 8
48.57 4 13 9
48.58 8 7 8
48.60 11 2 6
48.62 12 -1 5
48.63 14 -4 4
48.65 15 -6 2
48.67 15 -9 2
48.68 15 -10 1
48.70 15 -11 0
48.72 14 -11 0
48.73 13 -11 0
48.75 12 -11 1
48.77 10 -11 1
48.78 9 -11 1
48.80 8 -11 1
48.82 7 -11 1
48.83 6 -11 0
48.85 5 -11 0
48.87 4 -10 0
48.88 4 -10 0
48.90 3 -10 0
48.92 3 -10 0
48.93 3 -9 0
48.95 3 -9 0
48.97 3 -9 0
48.98 3 -8 0
49.00 3 -8 0
49.02 3 -7 0
49.03 3 -6 0
49.05 4 -6 0
49.07 4 -5 0
49.08 4 -4 0
49.10 4 -3 0
49.12 4 -3 0
49.13 4 -2 0
49.15 4 -2 0
49.17 3 -2 0
49.18 3 -2 0
49.20 3 -2 0
49.22 3 -2 0
49.23 3 -3 0
49.25 3 -3 0
49.27 3 -3 0
49.28 3 -3 0
49.30 3 -4 0
49.32 3 -3 0
49.33 3 -3 0
49.35 3 -3 0
49.37 3 -3 0
49.38 3 -2 0
49.40 3 -2 0
49.42 2 -2 0
49.43 2 -2 0
49.45 2 -2 0
49.47 2 -2 0
49.48 2 -2 0
49.50 2 -2 0
49.52 2 -2 0
49.53 2 -2 0
49.55 2 -2 0
49.57 2 -3 0
49.58 2 -3 0
49.60 2 -3 0
49.62 2 -3 0
49.63 2 -4 0
49.65 2 -4 0
49.67 2 -4 0
49.68 3 -4 0
49.70 3 -3 0
49.72 3 -3 0
49.73 3 -3 0
49.75 3 -3 0
49.77 3 -3 0
49.78 3 -3 0
49.80 3 -3 0
49.82 3 -3 0
49.83 3 -3 0
49.85 3 -3 0
49.87 3 -3 0
49.88 3 -3 0
49.90 2 -4 0
49.92 2 -4 0
49.93 1 -5 0
49.95 0 -6 1
49.97 0 -7 1
49.98 0 -8 1
50.00 -1 -10 1
50.02 -1 -11 1
50.03 0 -11 0
50.05 0 -11 0
50.07 0 -10 0
50.08 0 -10 0
50.10 0 -9 0
50.12 0 -8 0
50.13 0 -8 0
50.15 0 -7 0
50.17 0 -7 0
50.18 0 -7 0
50.20 0 -6 0
50.22 0 -6 0
50.23 0 -6 0
50.25 0 -6 0
50.27 0 -6 0
50.28 0 -5 0
50.30 0 -5 0
50.32 -1 -5 0
50.33 -1 -5 0
50.35 -1 -5 0
50.37 -1 -4 0
50.38 -1 -4 0
50.40 -2 -4 0
50.42 -2 -4 0
50.43 -2 -4 0
50.45 -2 -4 0
50.47 -2 -3 0
50.48 -2 -3 0
50.50 -2 -3 0
50.52 -3 -3 0
50.53 -2 -3 0
50.55 -1 -3 1
50.57 0 -3 1
50.58 0 -4 0
50.60 1 -4 0
50.62 2 -4 0
50.63 3 -4 0
50.65 2 -4 0
50.67 2 -4 0
50.68 2 -4 0
50.70 2 -4 0
50.72 1 -4 0
50.73 2 -5 0
50.75 2 -5 0
50.77 3 -4 2
50.78 3 -4 0
50.80 2 -3 0
50.82 2 -3 0
50.83 1 -4 0
50.85 2 -5 0
50.87 2 -4 0
50.88 2 -4 0
50.90 2 -3 0
50.92 2 -4 0
50.93 3 -4 0
50.95 3 -4 0
50.97 3 -4 0
50.98 3 -4 0
51.00 3 -4 0
51.02 3 -4 0
51.03 3 -4 0
51.05 3 -4 0
51.07 3 -4 0
51.08 3 -4 0
51.10 3 -3 0
51.12 3 -3 0
51.13 3 -3 0
51.15 3 -3 0
51.17 3 -3 0
51.18 3 -3 0
51.20 3 -3 0
51.22 3 -3 0
51.23 3 -3 0
51.25 3 -3 0
51.27 3 -3 0
51.28 4 -2 0
51.30 4 -2 0
51.32 4 -2 0
51.33 4 -2 0
51.35 4 -2 0
51.37 4 -2 0
51.38 4 -2 0
51.40 4 -2 0
51.42 4 -2 0
51.43 4 -2 0
51.45 4 -3 0
51.47 3 -3 0
51.48 3 -4 0
51.50 2 -4 0
51.52 2 -4 0
51.53 1 -3 0
51.55 1 -4 0
51.57 2 -4 0
51.58 2 -4 0
51.60 2 -4 0
51.62 2 -4 0
51.63 2 -4 0
51.65 3 -4 0
51.67 3 -3 0
51.68 3 -4 0
51.70 2 -4 0
51.72 2 -4 0
51.73 2 -4 0
51.75 2 -4 0
51.77 2 -4 0
51.78 3 -3 0
51.80 3 -3 0
51.82 3 -3 0
51.83 3 -3 0
51.85 3 -3 0
51.87 3 -3 0
51.88 3 -3 0
51.90 3 -3 0
51.92 3 -3 0
51.93 3 -3 0
51.95 3 -3 0
51.97 3 -3 0
51.98 3 -3 0
52.00 3 -3 0
52.02 3 -3 0
52.03 3 -3 0
52.05 3 -3 0
52.07 3 -3 0
52.08 3 -3 0
52.10 3 -3 0
52.12 3 -3 0
52.13 3 -3 0
52.15 3 -3 0
52.17 3 -3 0
52.18 3 -3 0
52.20 3 -3 0
52.22 3 -3 0
52.23 3 -3 0
52.25 3 -3 0
52.27 3 -3 0
52.28 3 -3 0
52.30 3 -3 0
52.32 3 -3 0
52.33 3 -3 0
52.35 3 -3 0
52.37 3 -3 0
52.38 3 -3 0
52.40 3 -3 0
52.42 3 -3 0
52.43 3 -3 0
52.45 3 -3 0
52.47 3 -3 0
52.48 3 -3 0
52.50 3 -3 0
52.52 3 -3 0
52.53 3 -3 0
52.55 3 -3 0
52.57 3 -3 0
52.58 3 -3 0
52.60 3 -3 0
52.62 3 -3 0
52.63 3 -3 0
52.65 3 -3 0
52.67 3 -3 0
52.68 3 -3 0
52.70 3 -3 0
52.72 3 -3 0
52.73 3 -3 0
52.75 3 -3 0
52.77 3 -3 0
52.78 3 -3 0
52.80 3 -3 0
52.82 3 -3 0
52.83 3 -3 0
52.85 3 -3 0
52.87 3 -3 0
52.88 3 -3 0
52.90 3 -3 0
52.92 3 -3 0
52.93 3 -3 0
52.95 3 -3 0
52.97 3 -3 0
52.98 3 -3 0
53.00 3 -3 0
53.02 3 -3 0
53.03 3 -3 0
53.05 3 -3 0
53.07 3 -3 0
53.08 3 -3 0
53.10 3 -3 0
53.12 3 -3 0
53.13 3 -3 0
53.15 3 -3 0
53.17 3 -3 0
53.18 3 -3 0
53.20 3 -3 0
53.22 3 -3 0
53.23 3 -3 0
53.25 3 -3 0
53.27 3 -3 0
53.28 3 -3 0
53.30 3 -3 0
53.32 3 -3 0
53.33 3 -3 0
53.35 3 -3 0
53.37 3 -3 0
53.38 3 -3 0
53.40 3 -3 0
53.42 3 -3 0
53.43 3 -3 0
53.45 3 -3 0
53.47 3 -3 0
53.48 3 -3 0
53.50 3 -3 0
53.52 3 -3 0
53.53 3 -3 0
53.55 3 -3 0
53.57 3 -3 0
53.58 3 -3 0
53.60 3 -3 0
53.62 3 -3 0
53.63 3 -3 0
53.65 3 -3 0
53.67 3 -3 0
53.68 3 -3 0
53.70 3 -3 0
53.72 3 -3 0
53.73 3 -3 0
53.75 3 -3 0
53.77 3 -3 0
53.78 3 -3 0
53.80 3 -3 0
53.82 3 -3 0
53.83 3 -3 0
53.85 3 -3 0
53.87 3 -3 0
53.88 3 -3 0
53.90 3 -3 0
53.92 3 -3 0
53.93 3 -3 0
53.95 3 -3 0
53.97 3 -3 0
53.98 3 -3 0
54.00 3 -3 0
54.02 3 -3 0
54.03 3 -3 0
54.05 3 -3 0
54.07 3 -3 0
54.08 3 -3 0
54.10 3 -3 0
54.12 3 -3 0
54.13 3 -3 0
54.15 3 -3 0
54.17 3 -3 0
54.18 3 -3 0
54.20 3 -3 0
54.22 3 -3 0
54.23 3 -3 0
54.25 3 -3 0
54.27 3 -3 0
54.28 3 -3 0
54.30 3 -3 0
54.32 3 -3 0
54.33 3 -3 0
54.35 3 -3 0
54.37 3 -3 0
54.38 3 -3 0
54.40 3 -3 0
54.42 3 -3 0
54.43 3 -3 0
54.45 3 -3 0
54.47 3 -3 0
54.48 3 -3 0
54.50 3 -3 0
54.52 3 -3 0
54.53 3 -3 0
54.55 3 -3 0
54.57 3 -3 0
54.58 3 -3 0
54.60 3 -3 0
54.62 3 -3 0
54.63 3 -3 0
54.65 3 -3 0
54.67 3 -3 0
54.68 3 -3 0
54.70 3 -3 0
54.72 3 -3 0
